venueid;venuename;address;state;zip;lat;long;wheelchair_accessibility
4c80f9dc8ce59c7418ab6eb0;Crumbs Bake Shop;48 W Putnam Ave;CT;6830;4.102.982.978;-7.362.801.179;Yes
4d53faa05b3f6dcbcde8d9cc;The Roost;1 Bridge St;MA;1060;4.232.095.022;-7.262.818.813;Yes
4d77949d926a6dcb9b2d4b00;Edison Place;71-28 Cooper Ave;NY;11385;4.070.256.165;-7.387.926.936;Yes
4e58ea7518a8c2047503c1f1;St. Mary's Credit Union;113 W Main St;MA;1752;4.234.396.866;-7.155.801.712;Yes
4edd6462d3e346be37ea9b07;The Shrimp Barn;125 W Mondamin St;IL;60447;4.145.552.717;-8.826.271.218;Yes
4f837815e4b0832882f467a4;KEN & COOK;19 Kenmare St;NY;10012;4.072.049.379;-7.399.435.759;Yes
50f5bc04e4b070b4adca2cdf;The Wall;1151 Wilkinson Student Center;UT;84604;4.024.844.301;-1.116.464.482;Yes
51f1c3b5498e2019e264414d;Vape Essentials;11660 South St Ste 109;CA;90701;33.857.798;-11.808.498;Yes
51faa8b6498ed0cd7b309b80;S'macks;2407 Bee Ridge Rd;FL;34239;2.729.908.552;-8.252.201.094;Yes
51fbd844454a55707814cc63;Maurice's Kitchen;34225 Rancho Ca Rd.;CA;92592;3.352.830.209;-1.170.641.863;Yes
52268ced498e18ce8577fa00;Shah Taj;287 Grove St;NJ;7302;40.718.212;-74.043.683;Yes
525d3f02498e34f174fec78c;Maison Kayser;1800 Broadway;NY;10019;4.076.738.749;-7.398.193.258;Yes
5278266c11d293a0a590ad87;Sant Ambroeus SoHo;265 Lafayette St;NY;10012;407.234.354;-7.399.674.483;Yes
52d3004911d28ab790d560d6;Starbucks;210 Boylston Street;MA;2467;4.231.889.571;-7.117.621.544;Yes
53a5e1fb498e74f8078e1319;Taco Bell;\\N;OH;44039;4.138.628.769;-8.197.626.495;Yes
541b8c47498ebde707d51946;Hogshead Tavern;126 Hamilton Pl;NY;10031;4.082.387.406;-7.394.913.039;Yes
5579cc50498ef48131bc0eed;Valley Bank;4003 Challenger Ave;VA;24012;37.312.961;-79.882.561;Yes
55d8e70f498eb1c590ae97f0;Berrynaked;560 W Lovers Lane, Ste 251;TX;75209;32.850.242;-96.818.443;Yes
56723479498efccf8ae7c1cb;Dunkin' Donuts;4328 50th St;TX;79413;3.354.917.146;-1.019.048.429;Yes
5677d964498e52b4b7db837f;Dunkin Donuts;\\N;PA;17019;401.182.122;-7.703.624.886;Yes
412a8500f964a5207e0c1fe3;Masala Wok;7447 N MacArthur Blvd Ste 175;TX;75063;3.290.762.743;-9.696.041.946;Yes
491be395f964a52073521fe3;El Dorado Cocktail Lounge;1030 Broadway;CA;92101;3.271.591.865;-117.155.051;Yes
4af60893f964a520640022e3;The Courtyard Caf«∏;7600 Chippewa Rd;OH;44141;413.189.467;-8.162.399.769;Yes
4b0ad1cef964a520672823e3;Eden Alley Vegetari«ˇ;707 W 47th St;MO;64112;3.904.202.374;-9.459.484.398;Yes
4b1d8d31f964a5201d1224e3;Ghirardelli Soda Fountain & Chocolate Shop;1710 E Buena Vista Dr;FL;32830;2.837.174.787;-8.151.479.959;Yes
4b2c27b8f964a520cdc224e3;Applebee's;6871 Pearl Rd;OH;44130;4.137.847.402;-8.178.916.208;Yes
4b43e927f964a520d4ed25e3;Michel-Schlumberger Winery;4155 Wine Creek Rd;CA;95448;3.865.557.194;-1.229.585.338;Yes
4b5e1e03f964a5209a7e29e3;Spanky's Sports Zone;2200 Interstate 70 Dr SW;MO;65203;3.896.730.337;-9.237.305.897;Yes
4b6824b7f964a520fc682be3;Charley Gs;3809 Ambassador Caffery Pkwy;LA;70503;3.016.942.797;-9.206.326.207;Yes
4b75de97f964a520cf2a2ee3;Olde Bryan Inn;123 Maple Ave;NY;12866;4.308.709.566;-7.378.092.314;Yes
4b7f6d07f964a520f92d30e3;Steak 'n Shake;5303 Coldwater Rd;IN;46825;4.112.763.135;-8.513.640.404;Yes
4ba6b422f964a5202e6a39e3;Carl's Jr. / Green Burrito;5601 Woodruff Ave;CA;90713;3.385.856.361;-118.117.477;Yes
4bb909ce314e95214512499d;Outriggers Restaurant;Foot of Broad St;CT;6615;4.118.933.309;-7.312.194.547;Yes
4bc09e5a920eb713c12c192c;Golden Corral;3103 Dial Dr;IA;51501;4.122.935.911;-9.584.911.558;Yes
4c41e821da3dc928cc99c9b9;Downhome Country Kitchen;Highway 63;AR;72542;36.315.958;-91.487.363;Yes
4c4f0efb9efabe9ad15f1d6b;Colts Neck General Store & Deli;48 County Road 537 W;NJ;7722;4.028.724.198;-7.417.765.727;Yes
4cc9c05ed338236a2181a47c;Eveleigh;8752 W Sunset Blvd;CA;90069;3.409.108.713;-1.183.818.054;Yes
4d95512c2bd6f04d466b1c50;Ba-Le Sandwiches and Bakery;270 Dairy Rd;HI;96732;2.088.009.512;-1.564.554.257;Yes
4dbf351943a147cd6ebbd150;US Bank in Smith's;4015 S Buffalo Dr;NV;89147;3.611.583.517;-1.152.621.835;Yes
4dcdc7d352b1f8915b86847e;Bridgewater Golf Club;1818 Morningstar Roaf;IN;46706;4.138.594.772;-850.329.755;Yes
4e4d4145bd413c4cc66fbdd1;Pizza Hut;743 E State St;OH;45701;3.933.600.687;-8.207.261.324;Yes
4ecd30c60e01bd353b0683a9;Hilton Garden Inn Los Angeles/Hollywood;2005 N Highland Ave;CA;90068;34.106.634;-118.337.794;Yes
5082babbe4b0616696f2dcc5;Noodles & Company;2105 Ingersoll Ave;IA;50312;4.158.602.081;-9.364.606.441;Yes
5295589811d201cca150dd9e;Sinatra's Mixology, Coffee, & Desserts;1846 N Loop 1604 W #109;TX;78248;2.960.701.025;-9.852.144.004;Yes
536023d9498eaa6ab58c79bb;Happy China;300 Village Center Dr;GA;30188;3.408.792.283;-8.446.815.455;Yes
53881c77498e379b2c80b135;Hurry Back;2312 Elliston Pl;TN;37203;3.615.117.618;-8.680.452.485;Yes
539b4f12498e51117d767b4b;Rock Creek Coffeehouse;214-2nd avenue north;MN;56379;4.559.168.165;-9.416.743.641;Yes
53ab709b498eebdfcb480e15;Uni Grill;3500 N Broadway St;IL;60657;41.945.635;-87.646.159;Yes
53af1fbd498e13cc8b0e70b9;The Tree House;237 Georgia Ave SW;GA;30312;3.373.665.828;-8.437.987.549;Yes
557affea498e13850306ae16;Ike's Bagel Cafe;277 Eisenhower Pkwy;NJ;7039;4.079.959.264;-7.434.121.162;Yes
559ead37498e32ae0d736d41;Saba's Pizza;403 Amsterdam Ave;NY;10024;4.078.347.712;-7.397.820.208;Yes
55ec74db498e2b63b4824274;Newk's Eatery;Creekside;TX;78130;297.288.787;-9.807.502.855;Yes
5728cde5498ea376200c1927;Wild Cow Coffee & Cream;313 Fox Hills Parkway;ND;58854;4.780.367.193;-1.032.423.449;Yes
4a21c1caf964a520397d1fe3;Tortilleria Mexicana Los Hermanos;271 Starr St;NY;11237;407.065.563;-739.218.857;Yes
4b5b8fb9f964a520430729e3;Nuevo Mexico;6110 NW 86th St;IA;50131;4.167.154.135;-9.373.766.501;Yes
4b8413f5f964a520541f31e3;Rocking Stone Irish Pub & Grill;2001 S Delaware St;NJ;8020;3.982.079.582;-7.523.520.973;Yes
4b9af07bf964a5201be535e3;Bed-Stuy Fish Fry;801 Halsey St;NY;11233;4.068.514.189;-7.392.071.454;Yes
4ba0395ef964a5208b6237e3;Los Compas;1587 E Vista Way Ste C;CA;92084;33.222.348;-117.225.274;Yes
4ba37901f964a520ff3f38e3;China Star;5194 Detroit Rd;OH;44035;4.142.382.507;-8.207.967.144;Yes
4bb268ee14cfd13ae9e514ab;Burger King;14205 Lorain Avenue;OH;44111;4.145.433.978;-8.179.270.765;Yes
4be4fb2dd4f7c9b62cfb2420;Huntridge Tavern;1122 E Charleston Blvd;NV;89104;3.615.819.663;-115.137.846;Yes
4bf0b170f45ec928b827943c;E String Grill & Poker Bar;2031 W Sunset Rd;NV;89014;3.606.909.331;-1.150.698.509;Yes
4c43d5cdf97fbe9ad870ba30;XTC Adult Supercenter;4700 34th St S;FL;33711;2.772.487.856;-8.267.878.605;Yes
4d3a6ade1fc36dcb174f66f5;Waterfront Bistro;480 Columbia Point Dr;WA;99352;4.626.385.037;-1.192.519.455;Yes
4e4df149bd41b76bef95b4c3;Subway;7725 Market Place Dr;OH;44202;4.135.007.478;-8.138.965.845;Yes
4e6256e78877954de8261382;Hallinan's Wine and Liquors;3504 West Genesee Street;NY;13219;4.304.853.754;-7.623.159.885;Yes
52543ea80493428b727bf1ec;Cisco Jack's;2250 Airport Fwy;TX;76022;3.283.575.063;-9.713.190.794;Yes
52f90cd511d2a99dd766df02;Noodles & Company;12529 State Road 535;FL;32836;2.838.315.681;-8.150.263.049;Yes
533afb24498ecd246ad8b889;BURGERFI;6812 Collins Avenue;FL;33141;25.852.632;-80.120.557;Yes
544db581498e693acb32ffc1;Pan Filo's Company;656 S Gulfview Blvd;FL;33767;2.796.720.907;-8.282.537.506;Yes
548de4ce498e88452cb1812d;308 Lakeside;308 E Main St;MA;1515;4.222.717.879;-7.204.652.999;Yes
5611b47f498e4647aaeb914e;Spin Rotisserie & Spaghetteria;11492 N Ventura Ave;CA;93022;3.441.693.102;-1.192.933.173;Yes
563a34e7cd10f9db74298ddb;SONIC Drive-In;3601 Union Rd;NY;14225;4.291.231.227;-7.875.376.166;Yes
570d6d57498e812920606e78;Wood BBQ;739 Phillips Blvd.;WI;53583;43.271.393;-8.973.227;Yes
4a5d064bf964a52010bd1fe3;15 East;15 E 15th St;NY;10003;4.073.615.126;-7.399.229.152;Yes
4ae46947f964a5206c9a21e3;The French Bakery;8624 Germantown Ave;PA;19118;4.007.664.485;-752.085.318;Yes
4b09d011f964a5200f1e23e3;Chipotle Mexican Grill;36200 Euclid Ave;OH;44094;416.267.671;-8.142.976.284;Yes
4b12fe83f964a520519223e3;Starbucks;5715 Lemmon Ave;TX;75235;32.829.969;-96.827.187;Yes
4b2eeb9ef964a52048e824e3;Panda Express;1126 E 2100 S;UT;84106;40.724.735;-1.118.584.492;Yes
4b3e5f76f964a520169c25e3;Boathouse at Hendry's Beach;2981 Cliff Dr;CA;93109;3.440.343.969;-1.197.440.672;Yes
4b61f2eef964a520f32c2ae3;Modoc's Market Espresso Bar;205 S Miami St;IN;46992;4.079.678.703;-8.582.226.244;Yes
4b76e28df964a52021672ee3;Hoboken Hot Bagels;634 Washington St;NJ;7030;4.074.442.387;-7.402.876.429;Yes
4b80073bf964a520034c30e3;Bruegger's;2425 Dixwell Ave;CT;6514;41.376.634;-7.291.489.772;Yes
4ba2b21cf964a5201f1138e3;Starbucks;425 W Main St;CA;95340;37.301.235;-120.482.309;Yes
4bafa27af964a52038123ce3;Burger King;116 Lee Ave;KY;41501;3.750.234.938;-8.253.504.799;Yes
4bce4382fb84c9b6e193233e;Bruno's Pizza & Subs;165 W Sylvania Ave;NJ;7753;4.019.989.544;-7.403.578.146;Yes
4bd1db6f462cb7137f07db07;Target;7501 San Dario Ave;TX;78041;2.756.963.301;-9.949.989.497;Yes
4c2f6480ed37a593e2226703;Bethany Wine & Liquors;3160 Route 35;NJ;7730;4.041.940.755;-7.418.526.599;Yes
4c511fe8ed889521c0c241e4;Hilton Garden Inn Fontana;10543 Sierra Ave;CA;92337;3.406.199.845;-1.174.342.532;Yes
4ca63f91a643b713af20e7a6;Sunshine Sushi;901 Rollins St;MO;65201;389.426.774;-92.326.856;Yes
4cacc9e32776b60cd8b0540d;The Front Room Coffeehouse;Baker University Center (4th Floor);OH;45701;3.932.493.172;-8.210.148.301;Yes
4cb881a97148f04d076cd0ab;MTA Bus - M20;\\N;NY;10036;4.075.852.434;-7.398.581.223;Yes
4d5e8774865a224b26679385;First National Bank of Williamson;88 Logan St;WV;25661;376.707.577;-8.227.686.474;Yes
51033bf5e4b0f8687e44c0e7;The Boil;139 Chrystie St;NY;10002;4.071.967.782;-7.399.302.609;Yes
51e455b2498e0251dc6566f5;Thrive Pacific N.W.;\\N;OR;97214;4.551.869.598;-1.226.595.585;Yes
51e89088498e43610e52a231;The Farmers Union;151 W Santa Clara St;CA;95113;3.733.518.253;-1.218.930.841;Yes
5268b4b6498eefeef41c289d;The Bar;\\N;AZ;85344;3.418.511.581;-1.142.260.666;Yes
53213112498e17a45a3a922e;Star Karaoke;601 S Ardmore Ave #200;CA;90010;3.406.350.708;-118.301.857;Yes
5356d53d498ee1675249f001;Tin Lizzy's;3470 Busbee Dr NW;GA;30144;3.403.764.218;-8.457.022.234;Yes
53a74e8f498e7d4828935b6b;Kim An Vietnamese Restaurant;174 N King Street, Ste 2;HI;96817;213.130.936;-1.578.641.534;Yes
53fd31da498e8a9884947007;Tea Z Bar;300 Lindsey St;OK;73069;3.520.362.969;-9.746.867.805;Yes
54711d15498e0e46bde20079;the farmhouse;970 Great Plain Ave;MA;2492;4.228.023.901;-7.123.610.122;Yes
5481bc86498efacad8b82a01;Dunkin' Donuts;966 W Linden Ave;NY;14445;4.311.926.289;-7.748.713.888;Yes
557389f8498e24b19e63ca94;Domaine Artefact Winery;15404 Highland Valley Rd;CA;92025;330.673.169;-1.170.010.362;Yes
55832541498eb0b2e317f912;Hot Pot;100 1st Ave SW Ste 201;MN;55902;4.402.202.998;-9.246.389.866;Yes
4a635e65f964a520e3c41fe3;Bagel Express III;340 3rd Ave;NY;10010;40.740.242;-7.398.234.006;Yes
4a85fca0f964a520f0ff1fe3;Buona Sera;50 Maple Ave;NJ;7701;4.034.919.293;-7.406.945.796;Yes
4abe4559f964a520588c20e3;Jivamuktea Caf«∏;841 Broadway Fl 2;NY;10003;4.073.411.589;-7.399.102.896;Yes
4b21ba90f964a520b84024e3;Rainbow Lounge;651 S Jennings Ave;TX;76104;3.273.775.898;-9.732.977.986;Yes
4b4a5262f964a520cc8326e3;Red Robin Gourmet Burgers;4201 Coldwater Rd;IN;46805;4.111.664.369;-8.513.771.296;Yes
4bbe3f750ec69c745c135659;Fiesta Mexicana;6220 Jackrabbit Ln;MT;59714;4.576.129.582;-1.111.862.755;Yes
4bfcf418b68d0f472806e857;McDonald's;493 W Penn Ave;PA;17042;4.033.615.527;-7.648.447.782;Yes
4c268591a852c9283fd4e66c;J&M Bakery;1120 State Route 35;NJ;7748;4.039.699.995;-7.411.108.346;Yes
4c4b52ce9e6dbe9acbd4e10b;Downtown Brooklyn;\\N;NY;11201;4.069.231.648;-7.398.552.527;Yes
4c68687b607ad13add9ba82b;Irish Eyes Pub;850 New York 376;NY;12590;4.160.613.736;-7.382.460.962;Yes
4c76a41b8d1bbfb78876b0ce;Buffalo Wild Wings;22 Clifton Country Road Store #130;NY;12065;4.286.023.559;-7.377.988.902;Yes
4ce9888a8ef78cfaa27ba19b;Food Court Ingram Mall;6301 NW Loop 410;TX;78238;2.946.925.603;-9.862.146.023;Yes
4de8256645dde4a28d494b57;ZIO Ristorante;17 W 19th St;NY;10011;4.073.969.046;-7.399.242.925;Yes
4e28ab01d164bfc24f254d36;The Lounge @ Bollywood;22575 MacArthur Blvd.;MD;20619;3.831.037.382;-7.653.264.184;Yes
4e5e5abe7d8b67dc8ff2b1fe;Flap-Jacks Pancake House;36287 US Highway 19 N;FL;34684;2.810.220.718;-8.273.916.626;Yes
4eebab7a0e01fb1a3f9f3187;Panera Bread;46300 Potomac Run Plz Ste 140;VA;20164;3.902.721.667;-7.739.767.165;Yes
4fa2b83ce4b01dcd6a7df001;Stoltzfus BBQ;\\N;NJ;8022;4.005.463.135;-7.472.600.546;Yes
5047c785e4b0bcc0f416cdb3;GRK Fresh Greek - Financial District;111 Fulton St;NY;10038;4.071.001.973;-7.400.701.225;Yes
50770d04e4b0eca51a5714f7;The Butcher's Daughter;19 Kenmare St;NY;10013;4.072.059.874;-7.399.497.155;Yes
51e96e91498e7c4feb079042;J. Gumbo's;11255 Reed Hartman Hwy;OH;45241;3.927.147.817;-8.437.664.707;Yes
53175a41498e377209c34c19;Hope Coffee;\\N;TX;75204;3.279.510.353;-9.677.884.349;Yes
531e2b9d498e31b0a935255c;Villago Pizzeria And Ristorante;175 Lake Rd;NY;12019;4.295.076.673;-7.384.918.585;Yes
53405e51498e79fe40c0836e;SPIKED.;\\N;CA;92082;3.326.736.801;-1.169.553.726;Yes
53bef10f498e1c9fd51f09db;The Meatball Shop;447 Amsterdam Ave;NY;10024;4.078.465.339;-7.397.731.249;Yes
540423ff498ef5279cae5ab9;The Pig's Meow;3730 E Indian School Rd;AZ;85018;3.349.559.953;-112.000.808;Yes
557ee6c7498efae71b3c4956;Barker Chocolate Box and Emma Rose's Tea Parlor;1 East Ave;NY;14094;4.317.075.069;-7.869.254.069;Yes
55c89238498e847ca27429a1;Good To Go Cafe;2306 W 17th St;OH;44113;4.148.041.534;-8.169.580.841;Yes
568c7b02498e0b9eea2126cd;Iron Triangle Brewing Company;1581 Industrial St;CA;90021;34.036.017;-118.235.745;Yes
40b13b00f964a520baf61ee3;Marco Polo Pub;5613 4th Ave S;WA;98108;4.755.207.821;-1.223.298.186;Yes
49efade9f964a520f5681fe3;Georgetown Brewing Company;5200 Denver Ave S;WA;98108;4.755.536.557;-1.223.261.869;Yes
4a0f04b6f964a52018761fe3;Lucky Labrador Beer Hall;1945 NW Quimby St;OR;97209;4.553.375.035;-1.226.919.265;Yes
4a53eae9f964a520d7b21fe3;Zaxby's;3770 Princeton Lakes Pkwy SW;GA;30331;3.365.761.184;-8.451.131.312;Yes
4a5f2993f964a5203ebf1fe3;Long Island MacArthur Airport (ISP);100 Arrival Ave;NY;11779;4.078.955;-73.097.534;Yes
4a78db49f964a52098e61fe3;Hooters;1400 Camino de La Reina;CA;92108;3.276.884.559;-1.171.525.812;Yes
4afb68def964a520af1d22e3;Biscuits Cafe;9201 SE 91st Ave;OR;97086;4.545.654.097;-1.225.703.108;Yes
4b314860f964a520e00325e3;Starbucks;216 W Merced St;CA;93625;3.662.784.028;-1.196.833.602;Yes
4b439f59f964a5208ee425e3;Liam's Irish Pub;1087 S Mount Vernon Ave;CA;92324;3.405.059.516;-1.173.096.675;Yes
4b65e05af964a5207e052be3;Cafe Laurent;4243 Overland Ave;CA;90230;3.401.183.623;-1.184.008.809;Yes
4bbb7040928dd13a54f79222;Stuggy's;809 S Broadway;MD;21231;3.928.233.678;-7.659.275.562;Yes
4bca22a4937ca5936236a792;Wells Fargo;2222 Rose Garden lane;AZ;85027;3.367.747.301;-1.121.060.214;Yes
4be2add4660ec92895eac93b;Arby's;1000 E Waterloo Rd;OH;44306;41.029.139;-81.491.032;Yes
4bf7280d5efe2d7f958c6834;Mexican Inn Cafe;612 N Henderson St;TX;76107;3.275.946.021;-97.343.659;Yes
4c01c48db58376b015bf443c;Red Pine Pub;;NY;13687;44.509.725;-7.488.624.937;Yes
4c30c3ffed37a593d4556903;Boston Market;1000 E. Pittsburgh St.;PA;15601;4.030.279.987;-7.950.555.682;Yes
4c8699b651ada1cd55a74110;Panda House Chinese Restaurant;89 Main St;CT;6451;4.151.876.406;-7.282.793.999;Yes
4cda25dc6ad1a093a4afe456;The Norm;2952 Old Roosevelt Blvd;FL;32205;303.136.783;-817.034.119;Yes
4d82b2f050913704629f595b;Behind The Pines Restaurant;8818 Alabama 180;AL;36542;3.023.722.687;-8.787.225.723;Yes
4e0098b4483bd352f71ea2e0;Ulbrich's Bakery;537 S. Main St.;OH;45322;39.870.226;-84.295.876;Yes
4e20929852b1f82ffb9588fb;Family Physicians;12258 Saint Charles Rock Rd;MO;63044;3.875.186.539;-9.042.993.164;Yes
4e91a17cd22dccc37f2f198f;Black Cat Coffee House;4730 E Indian School Rd;AZ;85018;3.349.529.743;-111.979.884;Yes
4eee5cf89911d70cb8dc9cde;Dunkin' Donuts;261 Lloyd St;PA;18109;4.063.330.299;-7.543.969.898;Yes
52acb6ba11d2b2a003478f78;Das Fett-Farm;\\N;CT;6069;4.191.131.592;-7.346.105.957;Yes
52b9e60e498ee2a60dd5cff7;Schnipper's Quality Kitchen;570 Lexington Ave;NY;10022;4.075.671.743;-7.397.234.201;Yes
52e15adf498e95ecaf1ed63b;Starbucks;1260 Springfield Avenue;NJ;7974;4.070.652;-7.440.438;Yes
5343742b11d22b61cbaab411;Ironside Fish & Oyster;1654 India St;CA;92101;32.722.701;-117.168.414;Yes
541ca4e9498e9ab326589219;The Perch;707 Fremont St Ste 2170;NV;89101;3.616.730.288;-1.151.386.338;Yes
5461bdfa498e7ea222a75028;Norbury Books & Caf«∏;62C N Main St;NC;28787;3.569.877.146;-8.256.082.892;Yes
5481da3a498e9dcac12637ba;Nomad Donuts;4504 30th St;CA;92116;32.759.323;-117.130.289;Yes
549f8e7f498ef7f11ab08b9e;Anthony's Restaurant & Pub;3151 Voyager Ln;IL;60431;4.157.598.996;-8.816.148.736;Yes
554ce276498eb7864c54d6d7;The Brunch Box;121 Towne St;CT;6901;4.105.023.796;-735.434.782;Yes
558e3ddc498ede18a43826cc;Haberdasher;43 W San Salvador St;CA;95113;3.732.999.275;-1.218.862.924;Yes
55b2e0aa498ef089569a0daa;Bricks Tavern;277 Drinker Tpke;PA;18424;4.126.821.525;-754.622.292;Yes
565f5fcd498e3f214a90b4c3;The Bakery Boys;145 NW 71st St;FL;33150;2.583.990.532;-8.019.962.105;Yes
56a597ab498ebcb9b2b32568;Milk & Wood;387 S 1st St;CA;95113;3.733.027.907;-1.218.863.646;Yes
4a37ce4df964a520749e1fe3;Zen;3423 Guadalupe St;TX;78705;303.010.421;-9.773.917.972;Yes
4b0dde20f964a520ad5123e3;Pallino Pastaria;6150 E Lake Sammamish Pkwy SE #G;WA;98029;47.547.449;-122.039.962;Yes
4b11b266f964a520838223e3;Sweet Mango;14610 Pearl Rd;OH;44136;4.130.891.592;-8.183.592.975;Yes
4b3aed0cf964a520d86f25e3;Pho Filet;9463 Garvey Ave;CA;91733;34.062.913;-1.180.634.621;Yes
4b991420f964a520f25f35e3;Demolition Coffee;215 E Bank St;VA;23803;3.723.218.207;-7.740.074.339;Yes
4bb69b4946d4a593258bc6c0;Billy's Gretna Caf«∏;20596 Highway 370;NE;68028;4.114.773.725;-9.623.689.726;Yes
4bc17ac0f8219c74ac85b310;Taco Bell;2615 San Mateo Blvd NE;NM;87110;3.510.969.758;-1.065.865.928;Yes
4bc1deca74a9a593f451d2f6;Pita Pit;8 N Court St;OH;45701;393.295.112;-8.210.108.221;Yes
4bc28a7a461576b0ef9f7d32;Sonora Thai Cuisine;51 S Washington St;CA;95370;3.798.467.583;-1.203.827.924;Yes
4be362f2d27a20a14427925b;Jade Garden;4450 William Penn Hwy;PA;15668;4.042.663.742;-7.967.820.525;Yes
4bf56f2a6a31d13a7ce1962e;The Depot Express;100 E Oakdale Blvd;IA;52241;4.170.203.368;-9.156.215.062;Yes
4c0442ac58dad13ab63b4897;TJ's Steak House;2104 I-20;TX;79720;3.225.926.543;-1.015.083.504;Yes
4c4215e23735be9a747619a4;Garden City, NY;\\N;NY;11530;4.072.724.307;-7.363.547.438;Yes
4c5b0941b05c1b8dffb9d9b1;Domino's Pizza;181 Church St;NY;10013;4.071.585.894;-7.400.732.102;Yes
4c855acf74d7b60c50059bd8;Papa Murphys;450 S Hunt Club Blvd;FL;32703;2.867.339.176;-8.145.006.212;Yes
4ce297def8a4a1431186f1bc;Chipotle Mexican Grill;2733 Papermill Rd;PA;19610;4.035.750.028;-7.598.329.067;Yes
4d1907fb7c5b8eec72acbcc6;Blackbird Cafe;491 Main St;MA;1450;4.261.946.519;-715.861.845;Yes
4d6af9be2eaba35dcd74310d;w xyz Bar & Lounge @AloftJaxTP;4812 Deer Lake Dr W;FL;32246;3.025.973.443;-8.155.520.439;Yes
4db9c8e10437ffd20793bc63;Terravant Winery Restaurant;35 Industrial Way;CA;93427;3.460.933.189;-1.202.025.931;Yes
4eac0b3493ad72a2db17c95e;Lupita's Mexican Restaurant;1723 S Ashland Ave;IL;60608;4.185.806.601;-8.766.615.698;Yes
506f78a7e4b0f9d493d1ecc6;Carolina Creamery;3150 U.S. 21;SC;29715;3.507.776.666;-8.093.428.733;Yes
50d295bae4b0ec572667df60;Micklethwait Craft Meats;1309 Rosewood Ave;TX;78702;3.026.862.606;-9.772.523.011;Yes
51df41f9498ef3df3fdbbada;Sun Lok Kee Restaurant;1520 Independence Pkwy;TX;75075;33.020.338;-96.749.553;Yes
532a1871498ef96affd94395;Battello;502 Washington Blvd;NJ;7310;4.072.548.093;-7.403.241.348;Yes
5456d54f498ec012db8e9799;Zella's Pizza & Cheesestakes;4984 S. Power Rd.;AZ;85296;3.332.567.301;-1.116.877.929;Yes
54d6b1a0498ec90e34aaf725;Salsa Gril;\\N;NY;10594;41.124.671;-73.780.773;Yes
55b009f9498e2d35658dd38e;peruana;820 10th Ave;NY;10019;4.076.755.792;-7.398.884.296;Yes
570f921ccd101c223b26500b;Dunkin Donuts;13588 E 14 Mile Rd;MI;48088;4.253.736.388;-8.298.942.142;Yes
40abf500f964a52035f31ee3;Washington Square Park;W 4th St;NY;10003;4.073.076.295;-7.399.738.312;Yes
40b13b00f964a5200df61ee3;Tugboat Brewing Co.;711 SW Ankeny St;OR;97205;4.552.256.821;-1.226.780.131;Yes
41326e00f964a5208e131fe3;RIPCORD;715 Fairview St;TX;77006;2.974.798.175;-9.538.953.424;Yes
49ee4554f964a52042681fe3;Dunkin' Donuts;240 W 40th St;NY;10018;4.075.575.398;-7.398.957.127;Yes
4a653bfef964a52078c71fe3;The Jelly Donut;3198 24th St;CA;94110;3.775.243.857;-1.224.162.676;Yes
4b00625df964a5208f3d22e3;Brickwall Tavern & Dining Room;522 Cookman Ave;NJ;7712;40.216.544;-7.400.920.648;Yes
4b14322af964a520f09e23e3;Kroger;5544 Old Hickory Blvd;TN;37076;36.181.702;-86.605.297;Yes
4b1e8899f964a5202c1b24e3;Hursey's Bar-B-Q;1834 S Church St;NC;27215;3.608.227.625;-7.946.278.292;Yes
4b59eb2bf964a520d8a028e3;Walden's Coffeehouse;3940 Mayberry Dr;NV;89519;3.950.730.607;-1.198.590.412;Yes
4b69bcebf964a520f3b02be3;Pizza Hut;4500 DE Zavala Rd;TX;78230;29.570.339;-98.573.843;Yes
4b74e649f964a52059f72de3;Noonans Bar & Grill;3170 Lake Ave;NY;14612;4.322.748.409;-7.762.622.818;Yes
4baa49eff964a520775b3ae3;The Farmacy;28 W Stimson Ave;OH;45701;3.933.269.588;-820.961.291;Yes
4bb6af0b941ad13a21df1fe3;Anthony's Sports Bar, Restaurant & Catering;10703 W Pleasant Valley Rd;OH;44130;4.136.359.515;-8.176.031.609;Yes
4bbd0d2aa8cf76b05855b1fd;Chili's Grill & Bar;819 S College Rd;NC;28403;34.219.421;-77.883.749;Yes
4bca9f38fb84c9b66ba01d3e;EZ Inn;921 N Western Ave;IL;60622;4.189.823.635;-8.768.701.315;Yes
4bec5d45fd60a59346e53af1;El Pollo Loco;2780 Tapo Canyon;CA;93063;3.428.558.897;-1.187.173.763;Yes
4c815ac5d4e23704310c5d88;Jack in the Box;5031 E Lancaster Ave;TX;76103;3.274.133.438;-9.724.530.442;Yes
4ca4dc76a73cb60c63c42478;Swiggs;1440 E Shaw Ave;CA;93710;3.680.901.422;-1.197.622.973;Yes
4db1adaa5da32cf2df619b0b;McDonald's;N96W17512 County Line Rd;WI;53022;431.932.252;-8.812.747.478;Yes
4e2cffba814d7599e42eef2e;Brauhaus German Restaurant and Lounge;28234 State Hwy 34;MN;56433;4.699.311.893;-9.478.352.666;Yes
4e3cace745dd68e3272fd3cd;L4 Lounge;2906 Central Ave;NC;28205;352.180.613;-8.079.537.562;Yes
4eed6e90722ea77617b555a4;The SPOTT Lifestyle and Swingers Club of Kansas City;2111 Television Pl;MO;64126;3.908.389.496;-9.448.156.788;Yes
